total_return,annualized_return,annualized_vol,sharpe_ratio,max_drawdown,num_trading_days,asset_1,asset_2,hedge_ratio
0.3298422153475964,0.0620101502275352,0.06558738122758195,0.9454585480759766,0.09264489984780822,1194,DIA,QQQ,0.5436926661897656
0.1150542351709345,0.023250742777510824,0.04625144985463017,0.5027030039185512,0.11256211246402736,1194,DIA,SPY,0.5699106274586174
0.05681812066638581,0.01173175116407732,0.12761246974456555,0.09193263940083662,0.16999615915981048,1194,DIA,XLK,1.11044334555425
