date,AAPL,BAC,CVX,DIA,JPM,KO,MSFT,PEP,QQQ,SPY,XLE,XLF,XLI,XLK,XLP,XOM
2020-12-08,0.005078109619521904,-0.005515341434493382,0.008557423377963334,0.003646811234599415,0.000984158056773064,0.0035789467661972037,0.007994454523616988,0.0010313206344545788,0.0033790835764448556,0.002921914968675649,0.014759442721445078,-0.00034731852458647273,0.004831498360037335,0.003238423391550031,0.00547702842154572,0.032237694410510505
2020-12-09,-0.021125251079223813,-0.0045037730390530195,-0.01208930602735459,-0.004377882885048919,-0.007817414523751108,0.002816700520088799,-0.019682175081017404,0.0011677998225883928,-0.02290138520768688,-0.009009365650767619,0.0022325337241413945,-0.0024362828195319606,0.00223931810736505,-0.019348553010954787,-0.0039938491091959264,0.013170391521797222
2020-12-10,0.011917482992516985,0.010706315478034321,0.03166916110722743,-0.0011304366330257864,-0.006464515389824058,-0.005264174754517455,-0.006061771141015451,-0.007025759024379924,0.0040076889113770785,-0.000327002161538658,0.030260761193437666,0.0017407039405030855,-0.009551975294050326,0.0014461824923179159,-0.004456218546224676,0.02787877164412166
2020-12-11,-0.006757566515413997,-0.01872454864596166,-0.009688115572460564,0.001296475117450405,-0.005920867497951238,0.005639152715136674,0.012931549981956957,0.002071421351114885,-0.002217167676505617,-0.001173053664125823,-0.011605426152067229,-0.010138156350511705,0.0023682675633741553,-0.0020895099431681506,0.0022306884720205617,-0.0047831574352803245
2020-12-14,-0.0051599164771031734,-0.012326191690266134,-0.03309979925548416,-0.006099453932031226,-0.010594452502633198,-0.0015006729977011326,0.00439798028617067,-0.005117431309807494,0.007229134344675727,-0.004487592912709018,-0.035647311486956886,-0.011663074098581564,-0.01303936944561289,0.00361373498852064,-0.0038698074860970357,-0.03673937506752144
2020-12-15,0.04887616665563842,0.014773317095197818,-0.0007827932799189469,0.011700006049398406,0.01693097533673466,0.01064328304370106,-0.0003266348711205445,0.003736940308965866,0.010632692200853248,0.013428940255969147,0.019466305440548757,0.016919676069233232,0.013827763692647769,0.016535785269057343,0.0023832564406582627,0.01923560594787461
2020-12-16,-0.0005475095884277553,0.0027893589820677136,-0.00763805484802802,-0.0015541585955816028,0.00290475984135172,-0.014593224846196792,0.023766021902469507,0.0008283285788058639,0.005484604928800556,0.0015680741331721548,-0.0049552555269251185,0.0017460296604315862,-0.006209988588632098,0.006757969969508724,0.0019319759375386147,0.015218085051226633
2020-12-17,0.006939134212747535,0.0038229685189543547,-0.0031619416394313943,0.00442497664811617,-0.008321656902589566,0.0039499418024958,0.0006381177931678541,0.005643841399001918,0.0065163268604679575,0.0055763578577030844,-0.0047306463665860495,0.0027876262509562494,0.006097359123773061,0.007878622036784442,0.006364236210596313,-0.00504697067580907
2020-12-18,-0.015977638756888044,-0.005565368551126084,-0.013895627826492214,-0.0033136724879035033,-0.004942484663432848,0.008784242546269588,-0.003789796379103694,0.008337790166880002,-0.0030272464451631415,-0.00400084984588212,-0.016861785783711104,-0.008736885495236449,0.00011262946485910489,-0.003502691376015994,0.0022107634486751887,-0.017399844501763125
2020-12-21,0.012319196820752346,0.03664171555191891,-0.012696519176352656,0.000794904940467612,0.03685043657892986,-0.01745706974608232,0.018133715039354795,-0.010467854191300216,-0.0018723818261713648,-0.0035817511936508243,-0.019478668782991,0.013390214761169757,-0.006053922615719074,0.0009999806232777718,-0.010835454688165531,-0.01842289563799508
2020-12-22,0.028066770029428863,-0.017982018921674642,-0.020299743238196732,-0.006875079764326753,-0.0153335311445525,-0.000947259668638721,0.006046720157838421,-0.009536400179019076,0.0027152002977867185,-0.0016868727753527133,-0.016927279368083862,-0.009797118745275243,-0.004673477504527162,0.008629218990058703,-0.00707792634979344,-0.017069708880444144
2020-12-23,-0.007000369024092225,0.028351756575594037,0.015642785750770216,0.004024504692895676,0.02756111011875837,0.006046947224886513,-0.013125002952023998,0.0027042680973511503,-0.00504844072423727,0.000898110006041977,0.021897798497177635,0.016390927149238725,0.005241904269107006,-0.007614606230510078,0.0033192610435373608,0.012769601469719139
2020-12-24,0.007682734640855561,-0.0029996342257214655,-0.004209995895138227,0.0024532566571253294,-0.004407137185145751,0.00675926818186735,0.0077967989924436105,0.004490986215009768,0.004402975858108755,0.0038828400825922623,-0.005232927742635609,0.0013825530849988106,0.00011360928213117254,0.00660769388354084,0.004958227720544902,-0.00407798746635755
2020-12-28,0.035140856534080424,0.005658213989876841,-0.0050518965045713545,0.006534558129683742,0.006563628069319567,0.013383162001204287,0.00987264737980288,0.012673219225413297,0.010028400579785716,0.008554186093891874,-0.006315778824942366,0.004824472652096785,0.001249223592340854,0.011249001152286938,0.007912325730488947,0.0033599117353003667
2020-12-29,-0.013404233957466753,-0.0039905605424885825,-0.0034218665465648316,-0.0017783302438530734,-0.002636196581254813,-0.0005540635452637561,-0.003607183045464745,0.003465006848795187,0.0008946630101427549,-0.0019097486767274282,-0.006621868112685082,-0.0034435424498036374,-0.006033273523115396,-0.004761512690989565,-0.002978238964400089,-0.011324294530703927
2020-12-30,-0.008563103396903755,-0.0010001868867531515,0.008473763051136216,0.0022057662595417493,0.0027957954319966756,0.005710464690740823,-0.01108068015014151,-0.0007462445181417917,3.231377032528761e-05,0.0014259937479432234,0.015557683185065157,0.004474240185795589,0.00637369173412926,-0.0005389533274043777,-0.0010448692898350608,0.00796438279540371
2020-12-31,-0.007732709714049979,0.010947134848522801,-0.010366513377737948,0.005443182877952715,0.013548569234932212,0.0073209993666481865,0.003332625157622763,0.006698080031872713,0.0024570007379099306,0.005067966935201955,-0.008407923720719758,0.012286707458621945,0.004640743421350022,0.001462415645680374,0.006992503643070263,-0.009176577814348623
